Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z,Frame,Filename,Pixels,Shape,Adjusted_Pixels,Adjusted_Length
8626-12701,0.413902642784287,132.5131645011557,0.0292576,8771.2078191808,-8.182234588801323,-72.09727449788831,110.88179658185702,507,manga-8626-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11935.0,109.0
9091-1901,0.4139538780642198,132.53028241155098,0.0292613,8772.3170512754,-59.3264817030779,-101.41627335091388,61.31381430340587,507,manga-9091-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2231.0,47.0
11942-3703,0.4140608204383362,132.56601286974052,0.029269023,8774.632348428535,-38.3188965537208,-92.967158194347,86.3858636140932,507,manga-11942-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4219.0,64.0
10845-12705,0.4141630536231033,132.60017068471237,0.029276406,8776.845716145948,-114.93715788748564,65.72244759203778,7.2673850093343395,507,manga-10845-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",11299.0,106.0
12084-3702,0.4141913292203302,132.6096181620788,0.029278448,8777.457892345183,124.24551787044788,-33.850646750813326,31.662214590078847,507,manga-12084-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3844.0,62.0
11943-6102,0.4142133597572992,132.61697907064882,0.0292800389999999,8777.934862145861,-40.92819448002292,-94.36001920793288,83.71578590390746,507,manga-11943-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",6355.0,79.0
11744-6103,0.4142615055116042,132.6330657905003,0.0292835159999999,8778.977240522327,-66.07433851252921,109.20365523673156,36.059306899272926,507,manga-11744-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",5893.0,76.0
8455-3701,0.4143471342880231,132.6616769376393,0.0292897,8780.831157082599,-93.89062503617194,39.50760238853122,84.98717792545686,507,manga-8455-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4219.0,64.0
7815-12705,0.4145063707501543,132.71488397633246,0.0293012,8784.2787703496,98.76077863260076,-85.88033119292868,22.00267590377802,508,manga-7815-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",13621.0,116.0
8618-6101,0.4145063707501543,132.71488397633246,0.0293012,8784.2787703496,98.76077863260076,-85.88033119292868,22.00267590377802,508,manga-8618-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",6726.0,82.0
8466-1901,0.4145174479703058,132.71858536790074,0.0293019999999999,8784.518604316,-91.16866526290464,18.5810755652849,94.64270181622234,508,manga-8466-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",2875.0,53.0
9884-3701,0.414524371226364,132.7208987397682,0.0293025,8784.668500545,-73.87434087940005,-33.07801429753687,105.182050236996,508,manga-9884-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4815.0,69.0
11025-1902,0.4145487964335762,132.7290603288479,0.0293042639999999,8785.19733444091,-13.514072601336762,-70.17692437672629,111.84620057260769,508,manga-11025-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2547.0,50.0
10503-1901,0.414642065810063,132.76022631305077,0.029311,8787.216736438,-123.6690970146024,46.61445452621999,12.582716857192922,508,manga-10503-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",2875.0,53.0
11018-3703,0.4146899324739056,132.776221204356,0.029314457,8788.253118965305,-80.467198237806,-24.79864025319438,102.66246815004185,508,manga-11018-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4388.0,66.0
9511-6102,0.414691912489825,132.77688284025658,0.0293146,8788.2959892868,-83.81626586261319,102.61978831095944,8.585641539036631,508,manga-9511-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",6726.0,82.0
8250-1901,0.4147168357319624,132.7852111358191,0.0293164,8788.8356157112,-72.65985984702135,62.695117821937735,91.77025261318953,508,manga-8250-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",2875.0,53.0
11955-1901,0.4147748512487766,132.80459763967943,0.02932059,8790.09174611022,-75.57881142032647,-22.830143736993303,106.78805623980662,508,manga-11955-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2547.0,50.0
11942-12705,0.4150186787132455,132.88607774035162,0.0293382,8795.3710912956,-38.59109306448767,-92.87813333293704,86.85096166359934,509,manga-11942-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",8498.0,92.0
11943-12704,0.4150836844714314,132.90780148459658,0.029342895,8796.77861688591,-38.71597213367019,-94.32610358978786,85.25340684560597,509,manga-11943-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",8498.0,92.0
11743-9102,0.4150898319578882,132.90985587813597,0.029343339,8796.911724737261,-61.88684248232271,112.84638132471864,33.17744322625302,509,manga-11743-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",6357.0,79.0
8944-3703,0.4151488282423156,132.92957164421227,0.0293476,8798.1891404008,-94.80059748532288,56.25353890397467,74.28766448555616,509,manga-8944-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2737.0,52.0
11834-9102,0.4151608323700103,132.9335832920591,0.029348467,8798.449060461886,-94.97280379317664,-92.9393998659094,3.7110724991826407,509,manga-11834-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",6357.0,79.0
12514-6103,0.4151880804376726,132.9426893345815,0.029350435,8799.03905201923,-126.19666724889063,-41.67252532308235,3.40006705535062,509,manga-12514-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",4525.0,67.0
11742-12703,0.4152073811051412,132.949139463444,0.0293518289999999,8799.45696270568,-59.89383779105439,84.73010892840723,83.12045788919471,509,manga-11742-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",8498.0,92.0
11970-6101,0.4153186014783926,132.98630892702585,0.029359862,8801.865195520795,-92.55245219290708,-93.08830871653076,21.30654208007184,509,manga-11970-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",4525.0,67.0
8626-12702,0.4153385110758857,132.99296273610534,0.0293613,8802.2962970754,-8.59236860192455,-72.1151708665559,111.41230394360944,510,manga-8626-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",5595.0,74.0
8312-1902,0.4153385110758857,132.99296273610534,0.0293613,8802.2962970754,-38.96043663244453,-94.44981950924796,85.13779483523672,510,manga-8312-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",1181.0,34.0
8154-3704,0.4154160445780318,133.01887477865503,0.0293669,8803.9751348402,93.7835466436585,94.29650859202764,-2.6145542009865177,510,manga-8154-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",1802.0,42.0
8983-6103,0.4154658872106754,133.03553262918714,0.0293705,8805.054387689,-108.6263360132263,-49.78722342646406,58.48080411345693,510,manga-8983-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",2979.0,54.0
8551-12704,0.4154866548973566,133.04247342539406,0.029372,8805.504076375999,-55.506928283402,-74.52084738683493,95.2151456042368,510,manga-8551-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",5297.0,72.0
11025-1901,0.4155185124407847,133.05312063553103,0.029374301,8806.193898821857,-13.725274141072155,-70.08908520505578,112.2598320670578,510,manga-11025-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",1046.0,32.0
11833-9102,0.4155581507740209,133.0663683862789,0.029377164,8807.052204629112,-84.74059515115272,-7.936552466455935,102.2873455706448,510,manga-11833-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",4185.0,64.0
9503-6102,0.4156140290525361,133.08504396578147,0.0293812,8808.2621669896,-62.73021322896257,104.41429371693812,53.61160828790585,510,manga-9503-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",2979.0,54.0
7815-3702,0.4156292584571695,133.09013395894803,0.0293823,8808.5919386934,96.77317112549504,-87.43144835714499,26.5269475382728,510,manga-7815-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",1802.0,42.0
8312-12701,0.4156375653948955,133.0929103222106,0.0293829,8808.7718141682,-42.20065159357585,-94.0863496535774,84.1462214955514,510,manga-8312-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",5595.0,74.0
11831-12703,0.4156529747452074,133.09806048233102,0.0293840129999999,8809.105483173953,-76.75487683078458,-20.07889211192449,106.86730406633748,510,manga-11831-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",5297.0,72.0
8626-3701,0.4157067895944152,133.1160467747895,0.0293878999999999,8810.2707764582,-9.331255897794309,-72.60422554958281,111.18199496619556,510,manga-8626-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",1978.0,44.0
9869-12703,0.4157247878039432,133.1220622793868,0.0293892,8810.6605066536,-35.69329275111839,-95.65780008819732,85.42281662639303,510,manga-9869-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",5297.0,72.0
8952-3702,0.4157593996498239,133.1336305886921,0.0293917,8811.4099877986,-108.05413695456666,-49.627393562961565,59.88312691298787,510,manga-8952-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",1978.0,44.0
11942-6101,0.4157699770048523,133.1371658722145,0.029392464,8811.639029236512,-40.80118284687344,-92.21301669081208,86.93404377780647,510,manga-11942-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",2979.0,54.0
8625-12705,0.4157967803022097,133.14612440890178,0.0293944,8812.2194274352,-10.513667522390564,-72.12266889695891,111.42564279159002,511,manga-8625-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",9362.0,96.0
8324-3704,0.4158701567120643,133.17064945463898,0.0293997,8813.8083274626,-87.08684134525315,-28.17897653542917,96.72770658964666,511,manga-8324-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3016.0,54.0
8589-3702,0.4159047680300856,133.18221793655005,0.0294022,8814.5578086076,-50.69342804311242,-53.78914793356527,110.7899232435763,511,manga-8589-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",3310.0,57.0
11832-3701,0.4159664035540327,133.20281919089254,0.0294066519999999,8815.892484630614,-84.26532383993086,-12.146120403105712,102.44421895698386,511,manga-11832-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3016.0,54.0
8993-12705,0.4159975257426336,133.21322167072532,0.0294089,8816.5664180762,-90.1046560841947,23.484728298543804,95.26479368888788,511,manga-8993-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",8863.0,94.0
8443-1901,0.4160778227350115,133.2400609625473,0.0294146999999999,8818.305214332599,-106.77679761019834,-56.223702316925575,56.484729221195664,511,manga-8443-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",1750.0,41.0
8626-3703,0.4161428904912841,133.26181020609735,0.0294194,8819.714238885199,-6.783320167202389,-72.60589423016168,111.5395927460456,511,manga-8626-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3016.0,54.0
11941-3702,0.4161567069491659,133.2664284684233,0.029420398,8820.013431758283,-40.50369072349076,-92.23964646336717,87.24241866671416,511,manga-11941-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3016.0,54.0
10508-12702,0.4161927293233332,133.27846929939167,0.029423,8820.793491734,-82.20045804544688,-4.136572892373764,104.82902193864872,511,manga-10508-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",9362.0,96.0
8562-1902,0.4161954981396947,133.27939480707326,0.0294231999999999,8820.853450225599,-37.06410383227173,-72.26851945223379,105.67360305881688,511,manga-8562-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",1976.0,44.0
9024-3701,0.4162661026851593,133.30299534181884,0.0294282999999999,8822.382391761399,-83.13386469109038,-73.98220898996375,73.38311700650077,511,manga-9024-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",3310.0,57.0
12674-6101,0.4162964209471119,133.313129741579,0.0294304899999999,8823.038937244419,-41.528596349698766,-95.02287706953854,83.77600539621251,512,manga-12674-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",7090.0,84.0
8257-6101,0.4163602412655523,133.3344629875127,0.0294351,8824.4209804758,-91.35715257931692,24.033009963745062,94.09763081422572,512,manga-8257-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",7646.0,87.0
11743-12701,0.4163875689675534,133.3435979168944,0.0294370739999999,8825.012770787891,-61.47792813594751,113.8288164132324,32.31067952699716,512,manga-11743-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",13593.0,116.0
11017-12701,0.4164561785974952,133.36653253336047,0.02944203,8826.49854220974,-78.7380680203901,-28.39264300467067,103.83066246344404,512,manga-11017-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14359.0,119.0
8551-1901,0.4166744912647172,133.43951159450685,0.0294578,8831.2262692724,-56.27855847050765,-74.37357769603948,95.43268859124404,512,manga-8551-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2685.0,51.0
9869-3701,0.4166841816286497,133.44275103271315,0.0294584999999999,8831.436123992999,-38.77036484709105,-93.5095270954748,86.94708134942067,512,manga-9869-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4625.0,68.0
8614-1902,0.4168489163081119,133.4978219751455,0.0294703999999999,8835.003654243199,-27.69241073606265,-106.44908724939124,75.6530943418994,513,manga-8614-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",4077.0,63.0
11744-6101,0.4169602974872428,133.5350578643155,0.029478446,8837.415784360268,-68.02151358362286,109.62580314538845,34.45096012229035,513,manga-11744-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9537.0,97.0
8603-3704,0.4170385653124173,133.56122412907146,0.0294840999999999,8839.110810917799,-39.05158332972319,-95.90390919662772,84.3564735577699,513,manga-8603-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",6828.0,82.0
9496-6104,0.4170648667011759,133.57001722596002,0.0294859999999999,8839.680416587998,-62.73022000932315,105.86494259022916,51.94692416007568,513,manga-9496-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",10284.0,101.0
11761-3703,0.4170844681100166,133.57657041255072,0.029487416,8840.104922708528,-76.10191448257304,-20.82962409870895,107.78369791008632,513,manga-11761-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",6221.0,78.0
8593-3702,0.4171077793375422,133.5843639086802,0.0294891,8840.6097732078,-56.94638145633799,-56.11717496012327,107.01754339551462,513,manga-8593-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",6828.0,82.0
11025-3704,0.4171180229705601,133.5877886100258,0.0294898399999999,8840.831619626719,-13.839655591389706,-70.42484111470579,112.66988485303914,513,manga-11025-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",6221.0,78.0
7495-6104,0.4173001916864318,133.64869335961797,0.0295029999999999,8844.776888374,-108.67126934186332,-49.96649110412794,59.63118498824668,514,manga-7495-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",3578.0,59.0
9186-12703,0.4173251081093949,133.6570238850139,0.0295048,8845.3165147984,-22.34437599977703,-112.56847375432638,68.50742741923169,514,manga-9186-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",6719.0,81.0
8483-3701,0.4173417190218481,133.66257758044557,0.029506,8845.676265748,-37.8315659417305,-82.83888461328303,97.8375002740376,514,manga-8483-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2164.0,46.0
11025-12705,0.4174248146767298,133.69036008398464,0.029512003,8847.475919873374,-13.955721059961412,-70.81876532911454,112.53023018878896,514,manga-11025-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",6361.0,79.0
9869-9101,0.4174510734728262,133.6991396450289,0.0295139,8848.0446261662,-40.14138448046962,-92.7228275058487,87.55915973290678,514,manga-9869-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",4716.0,68.0
9029-12705,0.4174718368344378,133.7060818555412,0.0295154,8848.4943148532,-38.42737291675896,-93.13682142510554,87.89872485255421,514,manga-9029-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",6719.0,81.0
7990-12705,0.4174759895013318,133.70747029941882,0.0295157,8848.5842525906,-6.708084863627914,-72.04187778520586,112.43957068805356,514,manga-7990-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",6719.0,81.0
11976-1902,0.4174979570790979,133.7148151773756,0.029517287,8849.060023221446,-55.37596153950911,-113.2860809694358,44.490656772866,514,manga-11976-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",1256.0,35.0
12490-6102,0.4174997980899319,133.715430722405,0.02951742,8849.09989561836,-130.88635727962586,26.03847810342776,8.400925508879173,514,manga-12490-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",3317.0,57.0
11761-3701,0.4175195370258491,133.7220304831863,0.029518846,8849.527399663468,-76.17683063114771,-19.957514721854785,108.07575823313287,514,manga-11761-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2164.0,46.0
10224-9101,0.4176337895025348,133.76023160522362,0.0295270999999999,8852.001886611799,109.90381450922207,76.238819089678,0.7704409237026982,514,manga-10224-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",5026.0,70.0
11945-1902,0.4176419285896344,133.76295300101054,0.029527688,8852.178164577104,-27.41785745175817,-97.61634320164576,87.24584934679777,514,manga-11945-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",1256.0,35.0
10217-9101,0.4178206545459955,133.82271320394565,0.0295406,8856.0490847948,-62.50168483938974,113.5424891167246,33.31908051974963,515,manga-10217-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",7780.0,88.0
8592-1902,0.4178483379445273,133.83196983899293,0.0295426,8856.6486697108,-58.35833438717709,-54.313987494714,107.49554279579964,515,manga-8592-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2072.0,45.0
9502-12704,0.4179120094559771,133.85326019940084,0.0295472,8858.027715017599,-76.9997626582639,93.89554037111152,56.31482322618532,515,manga-9502-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",10492.0,102.0
8601-3704,0.4179216985617316,133.85650004904957,0.0295479,8858.2375697382,-38.60205094171626,-95.29698020107956,85.70840001440587,515,manga-8601-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",3570.0,59.0
8617-12705,0.4179479975134099,133.8652939429063,0.0295498,8858.8071754084,110.75213602697713,-75.17018761590813,1.8232338500126244,515,manga-8617-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11083.0,105.0
8589-12705,0.4179839854349435,133.87732773085418,0.0295524,8859.5866357992,-50.63830106169665,-53.78824535529422,111.65001570773816,515,manga-8589-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11083.0,105.0
12673-3701,0.4180956440173051,133.9146651550133,0.029560467,8862.005061557886,-39.187946046922775,-96.17138019155088,84.54885014153048,515,manga-12673-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",3918.0,62.0
8589-6102,0.418280188549701,133.9763767506929,0.0295738,8866.0021944004,-53.59990811661884,-55.82701597252706,109.36207598951674,516,manga-8589-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",5818.0,76.0
7960-3702,0.4183646185925551,134.004610901215,0.0295799,8867.8309283942,-23.17043405189398,-111.78116366719098,70.18075361408938,516,manga-7960-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",3863.0,62.0
11025-9101,0.4184000928283748,134.01647394596677,0.029582463,8868.599296464054,-15.881238293050858,-69.60536000310192,113.41646890124863,516,manga-11025-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",7670.0,87.0
11835-6103,0.4184524112028339,134.03397004864192,0.0295862429999999,8869.732511955293,-102.11259741428894,-86.48049768515689,7.697148591209844,516,manga-11835-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",5395.0,73.0
11955-6102,0.4184691862398642,134.03957993002211,0.029587455,8870.095860414389,-76.36923938502258,-22.479228256626737,107.8379921945711,516,manga-11955-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",5395.0,73.0
8312-12704,0.4185417808410707,134.06385712701908,0.0295927,8871.668271856599,-38.94947764769847,-93.13055699408058,88.2199259391977,516,manga-8312-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",10927.0,104.0
7960-12705,0.4185583896330119,134.06941151591008,0.0295939,8872.0280228062,-22.67898387567136,-112.98617888869369,68.51564912282149,516,manga-7960-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",10927.0,104.0
11955-3701,0.4187022897626484,134.11753606331789,0.029604297,8875.144964992027,-76.43920222493888,-22.36653080087213,107.9087584158205,517,manga-11955-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2441.0,49.0
11743-12705,0.4187419148568149,134.1307881433998,0.02960716,8876.00327079928,-62.15033737185958,114.3774813491122,32.34494787083647,517,manga-11743-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",7579.0,87.0
9032-12704,0.4187618449851067,134.13745354809012,0.0296086,8876.4349719388,-54.01643632784099,-100.29919447085456,70.81774240473943,517,manga-9032-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",7579.0,87.0
11025-6101,0.4187826054910875,134.1443966924714,0.0296101,8876.8846606258,-16.052943674023894,-70.31249163462087,113.10692146600542,517,manga-11025-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",3742.0,61.0
9501-3703,0.4187909096808158,134.14717395436543,0.0296106999999999,8877.064536100599,-77.731260199012,93.65007890226738,56.41788891313964,517,manga-9501-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",2679.0,51.0
9867-9102,0.4187922937117337,134.1476368315778,0.0296108,8877.0945153464,-65.52429192020747,-57.59368153622233,101.90742604421196,517,manga-9867-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",5669.0,75.0
8589-12703,0.4188310464958231,134.16059742021562,0.0296136,8877.9339342288,-50.0438652567918,-52.37844658262045,112.92110424495864,517,manga-8589-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",7579.0,87.0
8312-1901,0.4188614950013367,134.1707807760157,0.0296157999999999,8878.5934776364,-41.68177601897744,-94.87254696645218,85.22691942131776,517,manga-8312-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",1600.0,40.0
8990-9101,0.4188808712723725,134.17726110990915,0.0296171999999999,8879.013187077599,-87.46899303393307,9.2965543570695,101.32268617477806,517,manga-8990-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",5669.0,75.0
8310-1902,0.4189749840284175,134.20873720066913,0.029624,8881.051775792,-122.86527504728154,-0.5458049579991184,53.998253911603015,517,manga-8310-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",1417.0,37.0
10222-1902,0.4190095840727031,134.2203093692804,0.0296265,8881.801256937,93.94866715327856,94.32833227749089,-17.05594081412964,517,manga-10222-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",1600.0,40.0
8595-3703,0.4190137360695749,134.22169803227473,0.0296268,8881.8911946744,-62.52772191184116,-55.19931719884134,105.16075121433994,517,manga-8595-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2441.0,49.0
8551-12705,0.4191286072656424,134.26011794306785,0.0296351,8884.3794720758,-56.04217448522171,-76.96842549283087,94.66211188331364,518,manga-8551-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",6007.0,77.0
11958-6103,0.4191553319200541,134.2690564233936,0.029637031,8884.958371312197,-118.37168640328856,-62.85580120227132,8.091453892256409,518,manga-11958-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",3379.0,58.0
11833-3703,0.4192518777425965,134.30134810289476,0.029644007,8887.049723499205,-83.82746009461785,-8.28713446916378,104.5998682534073,518,manga-11833-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",2243.0,47.0
9883-12702,0.4192559327564562,134.30270439746587,0.0296443,8887.137562689399,-26.937241574512964,-108.87046543610523,73.88384925377969,518,manga-9883-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",6345.0,79.0
8604-3703,0.4192753082254804,134.3091849936507,0.0296457,8887.5572721306,-38.79627585203568,-95.45819788671288,86.14835233417179,518,manga-8604-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",2243.0,47.0
11945-6102,0.4193215047205372,134.32463663853633,0.0296490379999999,8888.557979355402,-30.25429130217067,-98.3161052047,86.38130193078,518,manga-11945-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",3133.0,55.0
