Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z 
9195-9102,1.156654090119318,400.8415982569931,0.0850871,25508.4708530918,338.9933196200119,187.7317937869525,102.53921078181875
9196-12701,0.4370992570320165,140.28189061702983,0.030934799999999995,9274.019729738398,-14.59590438396367,-83.85934428785768,111.50595852201383
9196-12702,1.4883674106406757,534.7655791017349,0.11153899999999996,33438.55097286199,-51.18353148548722,-307.69269543864107,434.37273840607423
9196-12703,1.1152926750670573,384.783862553888,0.0818576,24540.2911099808,-29.558850991747736,-221.51213065330563,313.23676537624044
9196-12704,0.8421878282947762,282.1600148854736,0.060900300000000004,18257.4506299374,-21.396707069486755,-164.22281052257603,228.44544957345798
9196-12705,1.591784125479981,578.4560729063608,0.11999299999999999,35972.996412794,-50.8260035549698,-344.27495598758185,462.0637405430421
9196-1901,0.42489529861531083,136.19002779090263,0.0300519,9009.3329685702,-12.005959717792352,-80.03808294354715,109.53303556308228
9196-1902,0.3438052507576625,109.26300467809362,0.024214,7259.174578011999,-10.044977497688496,-64.18336500233355,87.85213870665451
9196-3701,1.1208647446758646,386.9390416893473,0.08229180000000001,24670.4609952444,-35.00023632197935,-225.5280511421831,312.4642436965946
9196-3702,1.0883229388808586,374.38775473965217,0.0797598,23911.3864915884,-30.861789954822186,-217.60519614268264,303.0869832762321
9196-3703,1.1284152697908476,389.8634514422516,0.0828806,24846.9787945148,-30.12426800395557,-225.44316886312012,316.6408325858265
9196-3704,0.7150658983242258,236.3447300577341,0.0513564,15396.2613900312,-16.91047851767866,-139.40802482721378,190.10068320798132
9196-6101,1.331969622050716,470.46462401230247,0.0989433,29662.4551096314,-46.6973975205537,-279.53436052770326,375.52211226000065
9196-6102,1.3379247310836264,472.8746494259457,0.0994188,29805.0064234104,-38.76047308996568,-280.245085936787,378.9073126819222
9196-6103,0.4225132259625301,135.39255138920473,0.0298797,8957.7087073026,-13.235906998104337,-77.88096477448585,109.95685091621746
9196-6104,1.0797347596267268,371.08949359134914,0.07909310000000001,23711.5148598398,-29.013929404286912,-215.09249848094643,300.9997030756527
9196-9101,0.8549245864053873,286.8174946710926,0.06186380000000001,18546.3006632204,-21.51306321311191,-166.7952249577698,232.33772033804124
9196-9102,0.7293234517840336,241.42314325316997,0.0524203,15715.2105860974,-18.794421861236614,-142.44611683582346,194.0129057654089
9484-12701,0.20245474942829003,63.39554257218273,0.0141549,4243.5322637442,-24.842622875324842,45.55024180267947,36.42820855344454
9484-12702,1.8280609715340315,681.9110170335871,0.139695,41879.50742031,-267.61869661566567,495.8823935520564,384.0358318420259
9484-12703,0.44912616811330697,144.32454451069586,0.031806,9535.198919148,-60.353925799322894,101.75048820065177,82.66689748477732
9484-12704,0.7603452122316157,252.52494545182608,0.0547408,16410.8789848864,-105.40467870809077,178.8687058706009,143.75217508639074
9484-12705,0.5525124232680467,179.49564306452754,0.0393408,11794.0751316864,-76.83371130821808,128.5294008111433,98.97201530171121
9484-1901,1.126056412885045,388.94934300612266,0.0826966,24791.8169822428,-157.86082746340674,276.56021256353114,223.32935186463385
9484-1902,0.22200614731381382,69.65997173083026,0.0155375,4658.025316175,-28.994792202104016,49.34192387056977,39.71382927202785
9484-3701,0.644734063880444,211.5121365216608,0.046132000000000006,13830.025672456,-85.08312421667536,154.01748144519104,117.37487498935918
9484-3702,0.9828464019734003,334.2858873849507,0.07161540000000001,21469.7567966532,-131.9724694511716,239.50885588255622,192.26499880511895
9484-3703,0.9817169359780413,333.8612177970327,0.0715287,21443.7647905446,-134.84680031628702,240.68848784745992,188.01251291092365
9484-3704,1.0202918473677132,348.42175695910987,0.0744959,22333.3089719222,-140.78034670535462,253.47181435615408,193.21142313795147
9484-6101,0.2553232134712291,80.393766957457,0.0179,5366.2849982,-34.090778425993086,58.30395296942025,43.60763304811879
9484-6102,0.2820586196037858,89.06097150265055,0.019801699999999995,5936.400315578599,-36.26289581205663,63.97388142279181,50.24143238426261
9484-6103,0.40809188395744433,130.5729474389739,0.0288381,8645.444883049799,-54.875242023152936,92.53300106558606,73.99760894513874
9484-6104,1.0561179621104704,362.04992325317556,0.07726300000000001,23162.864682454,-149.85004486359338,256.6894749573847,206.7259645717285
9484-9101,0.45339929119367245,145.76331806484288,0.0321158,9628.074622636399,-61.05886943507168,102.98790159533392,83.13995117615377
9484-9102,0.2495156253579608,78.5173855463758,0.0174876,5242.6505885208,-32.13770422172593,55.22884703136107,45.628086262537934
9485-12701,0.5627716591844355,183.02709540464826,0.040093000000000004,12019.579018594,-71.86498513387907,126.2121692429459,111.37697203174244
9485-12702,0.26684777023125217,84.12395411884633,0.0187191,5611.8450005478,-35.202239494162434,58.24876906757068,49.44413911980077
9485-12703,0.3100905878500846,98.20028957424739,0.021801299999999996,6535.865314595399,-41.18884880790091,65.80477954579086,60.137397643028976
9485-12704,0.5915977200714231,192.99001407219754,0.0422109,12654.5094653922,-75.891685407174,132.07249444620282,118.50086003233591
9485-12705,0.45612519627577064,146.68180552930164,0.0323135,9687.343591583,-62.311959170138,100.5775215182645,86.70025364990555
9485-1901,0.9777216429887028,332.35982293479265,0.07122210000000001,21351.8484229218,-135.78424630168834,227.97888720508354,200.1282522440572
9485-1902,0.5684638364566954,184.98971410065366,0.040510700000000004,12144.8023283006,-76.65240856549278,129.0384880829748,108.14190296739892
9485-3701,0.5510330372986504,178.98702653150715,0.0392324,11761.5776292392,-70.61528323290976,124.64942851148591,107.29565420969455
9485-3702,0.58198751014891,189.6618856480113,0.0415041,12442.6161560778,-75.295987022937,130.0196644961323,115.7455487269995
9485-3703,0.6181107140368439,202.20629006573486,0.044164600000000005,13240.2139905868,-83.40101260995205,140.0915329335801,119.60776412132431
9485-3704,0.43002814751218565,137.90975685661508,0.0304231,9120.6159289798,-59.008632000837814,93.5321944481144,82.39424122692378
9485-6101,0.9877547564388327,336.13254741900863,0.07199230000000001,21582.7485740734,-137.40803174522824,233.76106447312426,198.64512826315746
9485-6102,1.2079960330821673,420.9677857528916,0.08911670000000001,26716.5145418486,-176.57266317797811,289.19863276007396,249.80016427062776
9485-6103,1.9446535902671815,734.8911030415989,0.149622,44855.547150876,-291.2539163909768,501.7806328919571,451.0568544775289
9485-6104,0.46344004652668286,149.1490975477134,0.0328443,9846.473428289399,-61.32250334631825,100.96494656014717,91.05538670910549
9485-9101,1.0585572210774368,362.9815155811841,0.07745180000000002,23219.4654985244,-140.90814073712264,253.08550675033138,218.7423205521707
9485-9102,0.268222875377521,84.56963444888443,0.0188169,5641.1647029402,-34.5391524506958,57.300279873225,51.72763231828439
9486-12701,0.5823126339387179,189.77437131251634,0.041528,12449.781195824,-77.35136133896286,125.34885380444265,119.66095334729073
9486-12702,0.5650056051181308,183.79706614057437,0.0402569,12068.7150024602,-72.56835048576059,120.15755815459671,118.64803937690327
9486-12703,0.5195493355512381,168.1998106413057,0.0369295,11071.185577711,-69.7110926884104,106.98785161209759,109.47666172927791
9486-12704,0.29538945255869464,93.40062002664716,0.0207519,6221.2631091702,-38.158378828730406,59.94147366585212,60.61875684382829
9486-12705,0.36914690255343274,117.62940656439243,0.0260331,7804.5270383598,-49.168552220698025,74.84815154533072,76.26850576390511
9486-1901,0.29708289476391203,93.95275407324601,0.0208727,6257.4780380966,-38.33416459296276,61.04646093911772,60.257293581078294
9486-1902,1.3329116864527937,470.84567655805915,0.09901850000000001,29684.999502473,-196.1540558470128,300.063699668628,305.2556529359594
9486-3701,0.18254328966202055,57.04181552621209,0.012749700000000001,3822.2639017626,-23.4388637904167,37.50592036686139,36.02352453849228
9486-3702,0.30119049679667764,95.29281308596325,0.0211658,6345.347207536399,-38.578494634157074,61.84573582795794,61.380167297728036
9486-3703,0.5942854055805215,193.9219802560603,0.0424087,12713.8084135846,-78.01115249146189,125.78052821152902,125.29666091406618
9486-3704,0.18497844290534626,57.8174622012795,0.012921400000000001,3873.7382668012,-23.621097269180645,37.72540191271526,36.90117545174394
9486-6101,0.5730864526743845,186.58526419859217,0.0408501,12246.5518885458,-73.56687771587184,122.06740847538838,120.42226998067709
9486-6102,0.8815334215630152,296.5875171050024,0.06388100000000001,19151.042009498,-122.02692451783417,192.42732592470853,189.85602237668127
9486-6103,1.3232582743630295,466.94455300240577,0.09824830000000001,29454.0993513214,-191.57859635781386,299.38468477555,302.8261341397583
9486-6104,0.8782859816313987,295.39224830288737,0.06363450000000001,19077.143168601,-121.39515277896538,191.40404125440816,189.43149218302415
9486-9101,0.575117833176001,187.2869035043895,0.0409993,12291.2809232794,-73.5838738189711,123.44198846438424,120.09943056490764
9486-9102,0.5522954429928889,179.42103493526102,0.0393249,11789.3084316042,-72.16169843365103,114.55505949588677,117.73587134049167
9487-12701,0.44632649316488743,143.38257714494097,0.0316031,9474.3710294198,-53.36247896577432,83.68856782041046,103.47575988375635
9487-12702,0.3257280521516681,103.32175134332424,0.0229193,6871.0332826394,-39.10647367054025,60.70214353011344,73.90072928298187
9487-12703,0.7522231438236104,249.61136834087887,0.05413250000000001,16228.515232685,-100.50998345451092,143.07203181403767,178.14031588493057
9487-12704,0.6875101078827417,226.5721418271034,0.0493048,14781.2071831984,-86.63900178155332,129.97653668463258,164.11800246738753
9487-12705,0.5647739208990087,183.7171952930951,0.0402399,12063.6185306742,-71.11583188024747,106.54592745717693,131.6909702471343
9487-1901,0.4449132342247475,142.90728559241794,0.0315007,9443.6722817206,-53.066546018623626,82.72582551552935,103.74426134403963
9487-1902,0.7000973578240348,231.02923517954648,0.0502412,15061.9328408696,-88.61158799063209,133.78830928711272,166.2022330762151
9487-3701,0.7876859100347466,262.36892584973714,0.0567924,17025.9331917192,-103.86821702790618,152.68930416184028,186.37280686184258
9487-3702,0.7480344867404702,248.11071975865127,0.053819,16134.530297102,-94.44988157688685,143.61929523457627,178.91799005575615
9487-3703,0.6066228500978263,198.2067215766678,0.0433174,12986.2298201692,-79.59671122768533,114.46602848927783,140.88220739965362
9487-3704,0.33522118758055736,106.4389868130095,0.0235989,7074.772237096199,-42.15661154144146,63.30196755218414,74.46434664419102
9487-6101,0.5685319527630327,185.01321412503643,0.0405157,12146.3012905906,-69.8336870357635,110.79255389598484,130.68341729949103
9487-6102,0.5586376663168662,181.60318007190935,0.03978980000000001,11928.6819453284,-67.83294206048637,108.27976110441604,129.04999154908776
9487-6103,0.2739517759188046,86.42777678954987,0.0192245,5763.360108820999,-31.55893084042103,51.355753604885635,61.93852643281121
9487-6104,0.32157499761152214,101.95995370761588,0.022622200000000002,6781.9649433676,-39.98899110266134,59.01773230695806,72.89458158186166
9487-9101,0.6951728274118958,229.28409095904613,0.0498747,14952.0589050126,-88.05779821725609,132.68230282509768,164.96188971115183
9487-9102,0.5747625093898429,187.16415322621577,0.0409732,12283.4563401256,-72.26669334613148,107.867899418048,134.8052727486594
9488-12701,0.35855227217637164,114.12629663882345,0.025272,7576.354998575999,-63.81578086144596,85.95925867300087,39.539392331253126
9488-12702,0.35897288433705293,114.2652250931391,0.0253022,7585.4087308076,-63.704781557195815,85.74428428250225,40.57289964024194
9488-12703,0.21163295298549356,66.33314970825049,0.0148036,4438.0076312488,-37.47732220821807,49.67737938164864,22.97161396354919
9488-12704,0.22828628699050008,71.67757939099141,0.0159822,4791.343022247599,-39.84335906789833,53.75234607521739,25.707341693540826
9488-12705,0.28352279849004597,89.53702586231809,0.019906,5967.668668947999,-50.5850952124557,67.1205703628429,30.86836854747698
9488-1901,0.3275768486170258,103.92835425665581,0.0230516,6910.695824832799,-57.5349899657869,78.0104862476361,37.485887791822755
9488-1902,0.25949227075436365,81.74214825256914,0.018196199999999996,5455.083524259599,-45.93964219400795,60.93814310194897,29.289431392874555
9488-3701,0.22785004290745148,71.53734314908232,0.0159513,4782.0794352954,-39.90914803896971,53.70420508636828,25.312244540428445
9488-3702,0.32527942428053164,103.17458852047822,0.0228872,6861.409944737599,-56.91379598528185,77.71612568730978,36.95969901216706
9488-3703,0.5607839695557904,182.34230166693033,0.0399472,11975.8692782176,-102.73168471884185,135.80252518943723,65.21188606530686
9488-3704,1.4489105387842618,518.3442774604821,0.10834,32479.51489972,-291.48495726137105,389.02787621278765,179.92948951112476
9488-6101,0.2172371862490232,68.12961282027717,0.0152,4556.8453616,-37.07138374724559,51.686065170884,24.411212941115078
9488-6102,0.2195576674824771,68.87406573737618,0.0153642,4606.0712832036,-38.40733268959674,51.5859652660643,24.645525241622604
9488-6103,0.21659690690210284,67.92426256348699,0.0151547,4543.2647632526,-36.55903420888559,51.578401695458496,24.835678791790198
9488-6104,1.1852040601627127,412.0066477196972,0.08732500000000001,26179.37639485,-235.80660069518873,304.61467426508915,146.13221772140497
9488-9101,0.21778273304571436,68.30460200243733,0.0152386,4568.4173504788,-37.92766913015612,51.577511225909845,23.806950766654545
9488-9102,0.35609229603076165,113.31400783464659,0.0250954,7523.4116504932,-63.49269217248643,85.16916144388534,39.43293485382012
9489-12701,1.264876597674442,443.5184390054223,0.0936082,28063.0323669556,-237.02957005783722,339.3792107288206,159.20847961426577
9489-12702,0.211758815196952,66.37347249817981,0.014812499999999998,4440.675784124999,-35.21578421739626,51.34248715918214,23.005116946662795
9489-12703,0.6106015325185348,199.59084360721678,0.0436107,13074.1589481006,-106.70723413100865,151.63813085306055,73.86439133534275
9489-12704,0.20172430792192617,63.1619952392516,0.014103300000000001,4228.0629729114,-33.80289732592925,48.28414566862882,22.703370939720813
9489-12705,0.37030852191667074,118.01396426037434,0.0261166,7829.559708602799,-63.78176907695404,90.62268422014117,40.579684555200764
9489-1901,0.22141139177852806,69.46903209561307,0.0154954,4645.4040536932,-38.13388263051427,52.45282744859478,24.908920259044205
9489-1902,0.3244128562751725,102.89036812222447,0.0228252,6842.8228123416,-56.624264469862794,77.63978063054272,36.772068057359824
9489-3701,0.6191026312912172,202.55207975004987,0.04423780000000001,13262.1587985124,-105.73033712714067,158.03002822407615,69.82084933277049
9489-3702,0.23602387944710837,74.16703813256123,0.016530499999999997,4955.719226968999,-39.905623405727326,56.32784140164988,27.1194588623674
9489-3703,0.3100093968748944,98.17374187714087,0.0217955,6534.126518339,-54.01278651059919,74.01277598432232,35.25353143465827
9489-3704,0.2410359685421808,75.78173999967723,0.0168859,5062.2654665422,-40.64329439712432,57.83262403829865,27.319998806225527
9489-6101,0.21417533542521644,67.14786335534714,0.0149834,4491.910315197199,-36.08433608720544,51.22026271368757,24.15038156789249
9489-6102,0.613308188081432,200.53310108684192,0.0438103,13133.9975227174,-106.81558864788647,154.70936658125896,69.77798037588005
9489-6103,0.2221460013857351,69.70487374404924,0.0155474,4660.993261509199,-37.50994026286978,53.14739978447028,25.04251787060304
9489-6104,0.28387933377162544,89.65296951051965,0.0199314,5975.283397381199,-49.44878074497573,67.85006780505192,31.4458474800623
9489-9101,0.23711141603203484,74.51725783819928,0.0166076,4978.8332254808,-39.835206426077086,57.30854537077758,26.10955135964666
9489-9102,0.23196322653314538,72.86008322716451,0.0162427,4869.438957556599,-39.24092498464867,55.464545791211805,26.31398286829806
9490-12701,0.6335588781851439,207.59972757153483,0.045305500000000005,13582.247205919,-101.61208988236325,167.50586273849055,68.66160517893509
9490-12702,0.6333383500965799,207.5226124920373,0.0452892,13577.3605888536,-100.93216321436147,167.0696010958498,70.47043006867061
9490-12703,0.6187543881460699,202.4306715014317,0.044212100000000004,13254.4541323418,-104.95202592056313,158.4705778019198,69.64427464491023
9490-12704,0.5366364894868034,174.04560723678813,0.0381784,11445.5963785072,-86.6953411825355,138.01327402075455,61.05839344216483
9490-12705,0.6224407728398089,203.71630398138382,0.0444842,13336.0276601636,-105.1039816319441,160.52188531436934,68.45589739436618
9490-1901,0.6303708627591842,206.4852740138156,0.0450699,13511.6161028142,-103.86714558913225,163.25775256519265,72.07420259072482
9490-1902,0.5502209140063055,178.70788296405047,0.039172900000000004,11743.7399779882,-88.37242431148091,142.97292944191287,60.70884203806015
9490-3701,0.6250343273167331,204.62140027182465,0.0446757,13393.4379158706,-103.13497206493595,162.8144216019155,68.7354283088487
9490-3702,0.538284874071561,174.61064433679888,0.038299,11481.751348942,-86.49090080582532,139.57376047029817,59.39163730432758
9490-3703,0.6094852842577075,199.2024026802977,0.0435284,13049.4860288072,-100.22772957868905,158.56901375404047,67.02139460034822
9490-3704,0.6274295108850622,205.45770242559337,0.0448526,13446.4712016908,-103.95742755136003,163.0570342708946,69.41271005866075
9490-6101,0.4772385695841983,153.81353746592856,0.0338467,10146.9853881886,-74.72715595787137,124.39221591667722,51.00032440651072
9490-6102,0.3851564682318104,122.9375976101227,0.0271848,8149.798012238399,-61.73936292071455,98.31543438002781,40.4472413763805
9490-6103,0.6283162098344429,205.76740771492032,0.0449181,13466.1076076898,-103.72040515956212,163.90441924106764,68.68511472293592
9490-6104,0.2214848552474697,69.4926154478502,0.0155006,4646.9629744748,-35.55061969603267,54.6194732258937,24.126545246610085
9490-9101,1.6241778041353077,592.3376014238636,0.12266200000000002,36773.142483196,-294.4821381421113,472.0778084869857,203.1911590349127
9490-9102,1.6489517616661893,603.0178026213622,0.12471000000000002,37387.11743718,-304.5665845663029,476.9526228277106,208.29273012201074
9491-12701,0.5789996539730267,188.6285087876843,0.0412845,12376.781732301,-89.3407063776516,155.09102273223775,59.54600892819148
9491-12702,0.5469922027000957,177.59857357222623,0.0389364,11672.8390616712,-83.9816134407168,145.9676772938397,56.40726127215309
9491-12703,0.6060706118415843,198.0146968100433,0.0432767,12974.0282671286,-90.38117099290906,163.99796258705373,64.38736172587927
9491-12704,0.8513333777074329,285.5030398426586,0.06159200000000001,18464.817073136,-132.62939374010446,234.08085737286413,95.53837913171797
9491-12705,1.8506910642863936,692.0924924683346,0.141611,42453.90976983799,-334.512679433813,561.2291254707333,228.28743757026763
9491-1901,0.6253227566381852,204.722086204219,0.04469700000000001,13399.823495226,-95.29859886889226,167.79773640187454,68.36102172905748
9491-1902,1.0682999283565635,366.70713913617686,0.0782064,23445.6888873312,-173.33962597856922,299.7225267749401,120.80524368873401
9491-3701,0.5823330388225563,189.78143120581467,0.041529500000000004,12450.230884511,-87.81109165527343,157.72275685426433,58.56394610276144
9491-3702,0.5773202689364273,188.04795981616888,0.0411611,12339.7873429838,-85.86010187444253,155.50813248847467,61.70331293440265
9491-3703,0.5498960450988406,178.5962319835496,0.039149100000000006,11736.6049174878,-85.52103335851855,145.74345119042678,57.806689639839306
9491-3704,0.5479698066282166,177.93437683387396,0.039008,11694.304201664,-85.85751330773462,145.37497688145032,56.17157612697911
9491-6101,0.5784593983109585,188.44172495952245,0.0412448,12364.8799717184,-87.36799289457046,156.4909063204556,58.20406998051746
9491-6102,0.5320561323627201,172.47655662542704,0.0378434,11345.1659050772,-81.6251113213484,141.7761149965969,54.635492160438645
9491-6103,0.5504174679094997,178.77543828715693,0.0391873,11748.0569893834,-82.90072511160808,147.55344881220273,57.58564798940195
9491-6104,1.6728472259990128,613.3720928725843,0.126691,37981.006296478,-280.30862130354217,506.482052502417,202.80121210372621
9491-9101,0.5896487351250195,192.31452069504624,0.0420675,12611.519226915,-88.62869953615028,159.38568419619213,61.04123329363418
9491-9102,0.5445450178102134,176.75827360627463,0.038757200000000006,11619.1162531976,-85.46097328786722,144.05143520263348,56.47205812632097
9492-12701,0.5553831887996008,180.48306516786326,0.0395512,11857.1514648496,-78.7870484378712,153.19254927831216,53.840325560379135
9492-12702,1.5395453009904336,556.2682758705716,0.11571,34688.98531518,-242.43248486822807,467.2478930876884,179.8340663660556
9492-12703,0.6527344049694411,214.3186225581358,0.0467243,14007.5927453294,-94.26266836562034,178.55281402556946,71.87429256250215
9492-12704,0.6238751039642182,204.2167952970221,0.04459010000000001,13367.7756814658,-91.4928911249702,170.8491598650674,64.3748004142988
9492-12705,0.8762499815197008,294.6432797776124,0.06348000000000001,19030.82523384,-130.06483825707664,248.83911136243321,89.3134750394555
9492-1901,0.6396463782935818,209.72982234952755,0.04575560000000001,13717.1837912648,-90.30071104732474,177.0597649385338,66.94938093084293
9492-1902,0.7377559129453081,244.43379976496024,0.0530503,15904.0798346374,-106.05310936069175,206.29575895097304,77.08878194204303
9492-3701,0.6438989216964688,211.21944090930424,0.046070200000000006,13811.4984985516,-89.14166410158907,179.85588596451697,65.72120071299058
9492-3702,0.7086355441867052,234.05921411043627,0.0508771,15252.5708649118,-99.91922698986097,198.0703294530223,74.6190885639518
9492-3703,0.7100365675609872,234.55691426646715,0.0509815,15283.869197527,-100.96688038992829,197.5227076746352,76.20639768033486
9492-3704,0.6516339706148241,213.93231810753855,0.046642800000000005,13983.1596600024,-91.86065975476818,180.91719827887215,67.80577620827775
9492-6101,0.40687387688118865,130.16655045248623,0.0287502,8619.0931259916,-56.91798462584512,110.27397474336738,39.28516739344353
9492-6102,0.7311069535463537,242.05947016401598,0.0525535,15755.142941503,-104.98487800761431,205.4572768912835,73.2002039493671
9492-6103,0.7092300655074417,234.2703944273511,0.0509214,15265.8516708012,-99.186159596121,198.48717166615327,75.15029031008777
9492-6104,0.6478320871974054,212.59835676434702,0.0463613,13898.7680830754,-91.22734167293233,179.41485504261308,68.45394963206122
9492-9101,0.7318432845461678,242.3222509127808,0.0526085,15771.631526693,-102.89297005176722,205.67398188299305,76.3631008914454
9492-9102,0.22677840842369465,71.1929064249784,0.0158754,4759.3251877332,-32.08886639235413,59.811178957580125,21.479233007575036
9493-12701,0.22006775963359268,69.03776071723784,0.0154003,4616.8937909374,-39.418193556596385,50.099034366627386,26.504814225283297
9493-12702,0.17445482490571773,54.46828355168461,0.012179700000000002,3651.3822007026,-31.344527412806993,38.68968331419655,22.077656564537996
9493-12703,1.0503712136142647,359.85701835148234,0.0768184,23029.5769556272,-216.66052293458517,248.81271704909753,143.69246080841162
9493-12704,0.5861656508418082,191.10800870077762,0.0418113,12534.7123991754,-114.58909899262403,132.70460652504994,76.03352411053149
9493-12705,0.17822460353295352,55.66718827284911,0.012445300000000001,3731.0070775474,-32.83545082685591,39.132751292072875,22.120054148096585
9493-1901,0.5863968088363875,191.1880529113034,0.041828300000000006,12539.8088709614,-109.45748570981978,136.84209111174562,76.46026744829408
9493-1902,0.35751598326054657,113.78406151590461,0.0251976,7554.0504397008,-67.19920319824901,80.19427958396824,44.72088177332755
9493-3701,1.0494350496018363,359.5000356760055,0.076746,23007.871981668,-208.26016029143733,258.57549607786166,137.86476748800547
9493-3702,0.23547653850867528,73.99080767614895,0.0164917,4944.087279598601,-42.349210014614066,52.87213173483279,29.761077223807966
9493-3703,0.36054792666808366,114.7855702833633,0.0254153,7619.315257807399,-69.3447133657967,79.41248251576313,45.394884008840116
9493-3704,0.5389094354647657,174.82478346466473,0.0383447,11495.4518642726,-101.64626967026638,124.99577358514244,67.88075840352846
9493-6101,1.458189541683354,522.1938478984616,0.10909100000000001,32704.659035678,-311.7748640361049,369.1044319999292,198.1029207666552
9493-6102,1.6551340719418037,605.6917127545365,0.125222,37540.611175676,-351.67373236611087,432.0035536642392,237.8254958676252
9493-6103,0.2393763719498897,75.24689597538935,0.0167682,5026.9798942356,-43.25236885578572,53.64960485416802,30.21668150683914
9493-6104,0.5772739931426297,188.03196553812478,0.0411577,12338.7680486266,-111.58471812292467,132.75448007870128,72.67130633607532
9493-9101,0.5400327219390056,175.20998696700605,0.03842690000000001,11520.0948043202,-100.37406324384933,125.20585276638829,70.3354917089492
9493-9102,0.8507809628194909,285.3009319682369,0.061550200000000006,18452.2857483916,-172.1116611638538,198.4583184595391,111.30361048760041
9494-12701,0.2292292976070666,71.98076560397892,0.016049,4811.369158442,-40.28825315509077,53.638186849467495,26.096593382046755
9494-12702,0.20850425674366216,65.33113990787692,0.0145824,4371.6935395392,-36.13447375144259,48.79141475306828,24.121681010306187
9494-12703,0.30609181769943156,96.89330934957913,0.0215157,6450.244588590599,-54.13758982210319,71.66592955454205,36.351469104430485
9494-12704,0.4028931378344313,128.83906402524582,0.028463,8532.992732054,-71.12760876902792,95.69822039122407,48.80797377124154
9494-12705,0.29054158905672267,91.82108308609949,0.0204062,6117.624856439599,-51.54854084112308,67.78245366607703,34.3423675838107
9494-1901,0.22081942540877353,69.27901128963693,0.0154535,4632.842749703,-39.442240250920506,50.67942475111289,25.990132669045657
9494-1902,0.33064062290550345,104.93411234857982,0.0232709,6976.4403108722,-58.23214971586373,78.53187340917376,38.11731276859783
9494-3701,0.21797917890077861,68.36761867909553,0.0152525,4572.584465645,-38.010543282160874,50.89143767438731,25.28619098795108
9494-3702,0.2564620712330202,80.76198730807008,0.0179809,5390.5382080522,-44.56725874629763,59.89411855499034,30.805074327295337
9494-3703,0.2591221673238408,81.62240001286052,0.0181699,5447.1989826142,-45.271423369828696,59.38859965461824,32.950093186402675
9494-3704,0.7473061219809556,247.84990558728143,0.0537645,16118.191608141,-141.9110929470559,181.50791345113294,91.35477411067477
9494-6101,0.7608817149915126,252.71757486220068,0.054781,16422.930641698,-141.9590545872537,187.61108315341573,92.28153088742752
9494-6102,0.22441587536810828,70.43382927111945,0.0157081,4709.169909509799,-38.831189251899744,52.57502467193709,26.247472789233534
9494-6103,0.24877745670649373,78.27905158631704,0.017435199999999998,5226.9414637216,-43.249274132883706,57.97423983696099,29.934891340348745
9494-6104,0.23033594734400376,72.33663890847974,0.0161274,4834.872887149199,-41.17016654137138,52.60605296277375,27.75265585866285
9494-9101,1.1848066530139236,411.85077661916563,0.0872938,26170.0228701604,-230.48911460408593,301.9001577590467,159.22350641754224
9494-9102,0.35482723784917886,112.89644464957226,0.0250046,7496.190495306799,-63.43591804583754,82.86626057010754,43.06593056376186
9495-12701,0.626351821761023,205.08136506899555,0.044773,13422.607722034,-103.87118964850013,160.87626100346196,73.40279902778863
9495-12702,0.6282715384602046,205.75180357920965,0.0449148,13465.1182925784,-102.28891830875573,162.0201379478602,74.9683717755609
9495-12703,0.21568800503736962,67.63280660115194,0.0150904,4523.9881082032,-33.441237887583945,52.26197609064742,26.917763510281436
9495-12704,0.22928293916105835,71.99801361918558,0.0160528,4812.508369782399,-35.64791150268856,56.1242853047639,27.62254459014194
9495-12705,0.20424947663345377,63.9695291065445,0.014281700000000001,4281.5459474186,-33.13001716803461,49.41666454299147,23.505230949816774
9495-1901,0.22478166089142965,70.5513310822969,0.015734,4716.934534172,-35.18699310579516,54.310246874719525,28.102720830261518
9495-1902,0.2935835336090711,92.81202753503601,0.0206231,6182.649840579799,-45.395219726835215,72.90053086587037,35.1974300282125
9495-3701,0.2265016561292993,71.10396722068278,0.0158558,4753.449255556399,-36.58679297494562,55.15374855256213,25.98547199742874
9495-3702,0.31600588464932705,100.13566792073789,0.022224,6662.587586592,-50.765080172009334,77.22185238647862,38.55961798387876
9495-3703,0.6161997579080053,201.54031742780694,0.0440236,13197.9432540088,-104.37304375145247,156.13685627828715,73.11668344839002
9495-3704,0.5620982365719678,182.79505791378384,0.0400436,12004.7692711688,-95.47737299602234,140.70770630116408,67.07790866557605
9495-6101,0.2228000395724627,69.9148787162303,0.0155937,4674.8736523146,-34.68519044893002,54.33856970115907,27.06192292241859
9495-6102,0.3183069266508868,100.8891693953173,0.0223885,6711.903445933,-51.49674901417321,78.03624475695072,37.90849306529552
9495-6103,0.627069392383027,205.33193689470266,0.044826000000000005,13438.496722308,-101.11238456766077,158.87279894790743,81.83473437623796
9495-6104,0.5663288215976365,184.25330560856696,0.040354,12097.824850132,-91.2484351154942,143.17403651192885,71.58351057009062
9495-9101,1.6255587062994614,592.9314549155268,0.12277599999999998,36807.31882340799,-286.9319142470164,466.02455202843566,228.16420341824463
9495-9102,0.3217441742669317,102.01540425518014,0.0226343,6785.5924321094,-49.73753148401659,80.22526500646941,38.69402436896474
9496-12701,0.4041948226702872,129.27302579860176,0.028556899999999996,8561.143243860199,-58.17564002036021,105.33746348560004,47.234827127526366
